checkpoint_path,eval_average_episode_reward,eval_average_episode_turns,eval_average_final_placement_score,eval_average_final_vp,eval_average_first_place_rate,eval_episodes_evaluated,eval_steps_evaluated,eval_truncation_count,eval_winner_counts,param_allow_domestic_trade,param_checkpoint_dir,param_clip_epsilon,param_device,param_entropy_coef,param_gae_lambda,param_gamma,param_learning_rate,param_max_grad_norm,param_max_turns,param_minibatch_size,param_normalize_advantages,param_num_players,param_reward_config.placement_rewards.1,param_reward_config.placement_rewards.2,param_reward_config.placement_rewards.3,param_reward_config.placement_rewards.4,param_reward_config.weights.cards_gained,param_reward_config.weights.cards_stolen,param_reward_config.weights.cities_built,param_reward_config.weights.dev_cards_bought,param_reward_config.weights.dev_cards_played,param_reward_config.weights.final_vp,param_reward_config.weights.moves_taken,param_reward_config.weights.placement_score,param_reward_config.weights.resources_discarded,param_reward_config.weights.roads_built,param_reward_config.weights.robber_steals,param_reward_config.weights.settlements_built,param_reward_config.weights.truncation,param_reward_config.weights.turn_penalty,param_reward_config.weights.vp_gain,param_reward_config.weights.win,param_rollout_episodes,param_run_eval_episodes,param_seed,param_update_epochs,param_value_coef,resume_checkpoint,resumed_update_step,session_name,session_path,train_average_episode_reward,train_average_episode_turns,train_average_final_placement_score,train_average_final_vp,train_average_first_place_rate,train_entropy,train_episodes_collected,train_explained_variance,train_policy_loss,train_steps_collected,train_total_loss,train_truncation_count,train_value_loss,train_winner_counts,update,updates_requested
training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0022.pt,1.8146250000000057,352.5,0.4609375,5.53125,1.0,8,8443,0,"{""1"": 1, ""2"": 2, ""3"": 5}",False,training_runs/training_session_008_20260410_110113/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.001,0.08,0.0,6,8,7,1,0.5,training_runs/training_session_007_20260410_103344/checkpoints/checkpoint_0013.pt,13,training_session_008_20260410_110113,training_runs/training_session_008_20260410_110113,2.271666666666683,176.83333333333334,0.4791666666666667,5.458333333333333,1.0,0.7203202706073696,6,0.9389642477035522,-0.002197159819267503,3170,-0.006715864757422227,0,0.005368996180193826,"{""1"": 2, ""2"": 1, ""3"": 3}",22,15
training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,1.9903750000000193,339.25,0.4765625,5.25,1.0,8,7597,0,"{""0"": 1, ""2"": 3, ""3"": 4}",False,training_runs/training_session_008_20260410_110113/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.001,0.08,0.0,6,8,7,1,0.5,training_runs/training_session_007_20260410_103344/checkpoints/checkpoint_0013.pt,13,training_session_008_20260410_110113,training_runs/training_session_008_20260410_110113,2.283000000000023,193.33333333333334,0.46875,5.541666666666667,1.0,0.7051036866886593,6,0.9502481818199158,0.0006021972937143851,3422,-0.003826596127892627,0,0.005244484862963294,"{""0"": 1, ""1"": 2, ""2"": 3}",23,15
training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0024.pt,0.1798750000000151,761.125,0.5,4.96875,0.5,8,16001,4,"{""0"": 1, ""3"": 3, ""none"": 4}",False,training_runs/training_session_008_20260410_110113/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.001,0.08,0.0,6,8,7,1,0.5,training_runs/training_session_007_20260410_103344/checkpoints/checkpoint_0013.pt,13,training_session_008_20260410_110113,training_runs/training_session_008_20260410_110113,2.176500000000027,246.33333333333334,0.4479166666666667,5.75,1.0,0.7325988766006244,6,0.9585303664207458,0.0002663651528003822,4461,-0.005424351179404818,0,0.003270543783137034,"{""0"": 1, ""1"": 4, ""2"": 1}",24,15
training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0025.pt,1.4775000000000102,446.875,0.5078125,5.09375,0.875,8,9810,1,"{""1"": 1, ""2"": 4, ""3"": 2, ""none"": 1}",False,training_runs/training_session_008_20260410_110113/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.001,0.08,0.0,6,8,7,1,0.5,training_runs/training_session_007_20260410_103344/checkpoints/checkpoint_0013.pt,13,training_session_008_20260410_110113,training_runs/training_session_008_20260410_110113,2.1676666666666886,280.6666666666667,0.4375,5.833333333333333,1.0,0.670764404874627,6,0.9514418244361877,-0.0023091875536139844,4834,-0.007528776053966272,0,0.0029761119189145036,"{""0"": 1, ""2"": 3, ""3"": 2}",25,15
training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0026.pt,1.178,569.125,0.5,5.0625,0.75,8,12436,2,"{""0"": 4, ""2"": 1, ""3"": 1, ""none"": 2}",False,training_runs/training_session_008_20260410_110113/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.001,0.08,0.0,6,8,7,1,0.5,training_runs/training_session_007_20260410_103344/checkpoints/checkpoint_0013.pt,13,training_session_008_20260410_110113,training_runs/training_session_008_20260410_110113,2.3578333333333523,191.83333333333334,0.4583333333333333,5.625,1.0,0.7209025856314434,6,0.901867151260376,0.0003269562514981738,3453,-0.004163210839679878,0,0.005437717414611985,"{""0"": 2, ""1"": 2, ""2"": 1, ""3"": 1}",26,15
training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0027.pt,0.553750000000017,699.5,0.5,4.71875,0.5,8,14230,4,"{""0"": 1, ""2"": 1, ""3"": 2, ""none"": 4}",False,training_runs/training_session_008_20260410_110113/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.001,0.08,0.0,6,8,7,1,0.5,training_runs/training_session_007_20260410_103344/checkpoints/checkpoint_0013.pt,13,training_session_008_20260410_110113,training_runs/training_session_008_20260410_110113,2.2178333333333433,212.66666666666666,0.46875,5.75,1.0,0.7216139933262326,6,0.9652090668678284,-0.00046968057782190744,3893,-0.005881234465289067,0,0.0036091726394007592,"{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 1}",27,15
training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0028.pt,1.5187500000000151,434.5,0.4765625,5.0625,0.875,8,9030,1,"{""2"": 1, ""3"": 6, ""none"": 1}",False,training_runs/training_session_008_20260410_110113/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.001,0.08,0.0,6,8,7,1,0.5,training_runs/training_session_007_20260410_103344/checkpoints/checkpoint_0013.pt,13,training_session_008_20260410_110113,training_runs/training_session_008_20260410_110113,2.150000000000027,270.8333333333333,0.4479166666666667,5.75,1.0,0.6996891666266033,6,0.9372032880783081,-0.00012875441150322407,4780,-0.00520304312468522,0,0.0038452055208878684,"{""0"": 2, ""1"": 3, ""2"": 1}",28,15
training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0024.pt,1.266812500000096,728.625,0.5078125,4.8125,0.125,8,15831,7,"{""1"": 1, ""none"": 7}",False,training_runs/training_session_009_20260410_130216/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,23,training_session_009_20260410_130216,training_runs/training_session_009_20260410_130216,2.9381666666666924,178.5,0.46875,5.333333333333333,1.0,0.6897861039275446,6,0.8805410265922546,-0.00021327789021930113,3142,-0.0041624720168162875,0,0.005897331947394585,"{""0"": 1, ""1"": 1, ""2"": 2, ""3"": 2}",24,8
training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0025.pt,2.5301250000000466,419.125,0.5078125,4.9375,0.875,8,9518,1,"{""0"": 1, ""1"": 1, ""2"": 3, ""3"": 2, ""none"": 1}",False,training_runs/training_session_009_20260410_130216/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,23,training_session_009_20260410_130216,training_runs/training_session_009_20260410_130216,3.3826666666666636,301.1666666666667,0.4479166666666667,6.75,1.0,0.7184706414504164,6,0.9684714674949646,0.0005293668953139754,5408,-0.004462283826570892,0,0.004386109927498333,"{""0"": 2, ""1"": 1, ""2"": 3}",25,8
training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0026.pt,2.1421875000000714,530.25,0.46875,4.71875,0.625,8,11425,3,"{""0"": 1, ""2"": 2, ""3"": 2, ""none"": 3}",False,training_runs/training_session_009_20260410_130216/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,23,training_session_009_20260410_130216,training_runs/training_session_009_20260410_130216,2.8456666666666943,197.0,0.4791666666666667,5.083333333333333,1.0,0.6667027019171251,6,0.9404391646385193,3.0108292035206602e-05,3452,-0.004450585392381375,0,0.004372665396658704,"{""0"": 1, ""1"": 4, ""2"": 1}",26,8
training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0027.pt,2.2178750000000367,324.375,0.515625,4.28125,0.75,8,7014,2,"{""0"": 1, ""1"": 4, ""3"": 1, ""none"": 2}",False,training_runs/training_session_009_20260410_130216/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,23,training_session_009_20260410_130216,training_runs/training_session_009_20260410_130216,3.0377500000000293,282.8333333333333,0.4375,5.875,1.0,0.6659682000596677,6,0.9720340371131897,0.001340653786375638,4947,-0.00358979788969361,0,0.003458460650759779,"{""0"": 1, ""1"": 2, ""2"": 2, ""3"": 1}",27,8
training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0028.pt,2.1553750000000647,460.0,0.5078125,4.96875,0.75,8,9814,2,"{""1"": 5, ""3"": 1, ""none"": 2}",False,training_runs/training_session_009_20260410_130216/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,23,training_session_009_20260410_130216,training_runs/training_session_009_20260410_130216,3.131999999999996,265.1666666666667,0.4479166666666667,6.083333333333333,1.0,0.729784675610818,6,0.9570303559303284,5.274683088559249e-05,4816,-0.005109171913720147,0,0.00427185602337617,"{""0"": 2, ""1"": 2, ""2"": 1, ""3"": 1}",28,8
training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,2.6588125000000313,299.25,0.4921875,5.09375,0.875,8,6859,1,"{""0"": 3, ""1"": 3, ""3"": 1, ""none"": 1}",False,training_runs/training_session_009_20260410_130216/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,23,training_session_009_20260410_130216,training_runs/training_session_009_20260410_130216,2.9223333333333485,164.16666666666666,0.4583333333333333,5.166666666666667,1.0,0.7144150670374865,6,0.936451256275177,-0.0012906891212839148,2932,-0.00595839769559224,0,0.0049528849302315275,"{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 2}",29,8
training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0030.pt,2.852499999999999,323.375,0.46875,5.375,0.875,8,7060,1,"{""0"": 2, ""1"": 4, ""3"": 1, ""none"": 1}",False,training_runs/training_session_009_20260410_130216/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,23,training_session_009_20260410_130216,training_runs/training_session_009_20260410_130216,3.233916666666683,275.6666666666667,0.4479166666666667,6.375,1.0,0.7158370495747073,6,0.959483802318573,0.0015395184794363503,4993,-0.0034159523667023775,0,0.004405797843718321,"{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 2}",30,8
training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0031.pt,1.8034375000000504,513.25,0.53125,4.0,0.5,8,10545,4,"{""2"": 2, ""3"": 2, ""none"": 4}",False,training_runs/training_session_009_20260410_130216/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_008_20260410_110113/checkpoints/checkpoint_0023.pt,23,training_session_009_20260410_130216,training_runs/training_session_009_20260410_130216,2.865583333333351,154.83333333333334,0.46875,5.5,1.0,0.7300979887050661,6,0.9154565334320068,-0.00044819249094209886,2813,-0.004592537287284027,0,0.006313271782511782,"{""0"": 3, ""1"": 2, ""3"": 1}",31,8
training_runs/training_session_010_20260410_135342/checkpoints/checkpoint_0030.pt,2.84537500000002,304.625,0.5078125,5.375,0.875,8,6674,1,"{""0"": 2, ""1"": 4, ""3"": 1, ""none"": 1}",False,training_runs/training_session_010_20260410_135342/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,650,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_010_20260410_135342,training_runs/training_session_010_20260410_135342,2.935250000000025,179.66666666666666,0.4583333333333333,5.166666666666667,1.0,0.7060241960176271,6,0.9192121028900146,0.0005248062471723436,3177,-0.003851365260592657,0,0.005368140996457195,"{""0"": 2, ""1"": 1, ""3"": 3}",30,6
training_runs/training_session_010_20260410_135342/checkpoints/checkpoint_0031.pt,1.9629375000000453,362.75,0.515625,4.40625,0.75,8,7593,2,"{""0"": 2, ""1"": 3, ""3"": 1, ""none"": 2}",False,training_runs/training_session_010_20260410_135342/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,650,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_010_20260410_135342,training_runs/training_session_010_20260410_135342,3.15716666666669,214.0,0.4583333333333333,5.958333333333333,1.0,0.7545040401268979,6,0.9588273763656616,2.6383562659730715e-05,3914,-0.005338405225692051,0,0.004360503293288758,"{""0"": 1, ""1"": 3, ""2"": 1, ""3"": 1}",31,6
training_runs/training_session_010_20260410_135342/checkpoints/checkpoint_0032.pt,1.7346250000000711,511.5,0.46875,4.59375,0.375,8,10946,5,"{""0"": 1, ""3"": 2, ""none"": 5}",False,training_runs/training_session_010_20260410_135342/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,650,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_010_20260410_135342,training_runs/training_session_010_20260410_135342,3.1380833333333533,268.1666666666667,0.4583333333333333,5.916666666666667,1.0,0.7149207129923985,6,0.9679207801818848,-0.0007534355586802317,4743,-0.006014813774074067,0,0.0037756581592408044,"{""0"": 1, ""1"": 1, ""2"": 4}",32,6
training_runs/training_session_010_20260410_135342/checkpoints/checkpoint_0033.pt,2.0122500000000376,431.5,0.546875,4.0,0.625,8,8804,3,"{""2"": 1, ""3"": 4, ""none"": 3}",False,training_runs/training_session_010_20260410_135342/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,650,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_010_20260410_135342,training_runs/training_session_010_20260410_135342,3.307583333333343,168.16666666666666,0.4479166666666667,6.166666666666667,1.0,0.7373491447705489,6,0.9523576498031616,0.0013652445891728768,3109,-0.003609857273598512,0,0.004796779074538977,"{""1"": 2, ""2"": 1, ""3"": 3}",33,6
training_runs/training_session_010_20260410_135342/checkpoints/checkpoint_0034.pt,2.1459375000000747,529.375,0.46875,4.9375,0.5,8,11065,4,"{""0"": 1, ""2"": 2, ""3"": 1, ""none"": 4}",False,training_runs/training_session_010_20260410_135342/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,650,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_010_20260410_135342,training_runs/training_session_010_20260410_135342,3.102333333333347,258.8333333333333,0.4479166666666667,5.958333333333333,1.0,0.7039915228171365,6,0.9623339772224426,-0.0006195061768476779,4572,-0.006000939893399502,0,0.0033169651766905197,"{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 2}",34,6
training_runs/training_session_010_20260410_135342/checkpoints/checkpoint_0035.pt,1.9758750000000498,534.875,0.4921875,4.875,0.5,8,11186,4,"{""1"": 2, ""2"": 1, ""3"": 1, ""none"": 4}",False,training_runs/training_session_010_20260410_135342/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0001,0.5,650,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_010_20260410_135342,training_runs/training_session_010_20260410_135342,2.8865000000000194,145.83333333333334,0.4791666666666667,5.0,1.0,0.6796737970200061,6,0.9234709143638611,-0.00676348086978708,2562,-0.010741886299577837,0,0.00563666584318712,"{""0"": 3, ""1"": 1, ""3"": 2}",35,6
training_runs/training_session_011_20260410_142828/checkpoints/checkpoint_0030.pt,2.1861250000000263,529.75,0.5,4.84375,0.625,8,11122,3,"{""2"": 1, ""3"": 4, ""none"": 3}",False,training_runs/training_session_011_20260410_142828/checkpoints,0.2,cpu,0.01,0.95,0.99,7e-05,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_011_20260410_142828,training_runs/training_session_011_20260410_142828,3.0790833333333514,181.0,0.4479166666666667,5.708333333333333,1.0,0.7090135155355229,6,0.9576090574264526,0.0012862462020826106,3251,-0.0039022999642161177,0,0.003803178739069742,"{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 2}",30,3
training_runs/training_session_011_20260410_142828/checkpoints/checkpoint_0031.pt,2.5153750000000312,256.375,0.515625,4.65625,1.0,8,5554,0,"{""0"": 5, ""1"": 1, ""3"": 2}",False,training_runs/training_session_011_20260410_142828/checkpoints,0.2,cpu,0.01,0.95,0.99,7e-05,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_011_20260410_142828,training_runs/training_session_011_20260410_142828,2.859166666666697,195.33333333333334,0.4791666666666667,5.041666666666667,1.0,0.6907060538933157,6,0.9491715431213379,0.000889226717695798,3490,-0.004261910947269364,0,0.003511845642651886,"{""1"": 2, ""2"": 2, ""3"": 2}",31,3
training_runs/training_session_011_20260410_142828/checkpoints/checkpoint_0032.pt,2.443562500000033,579.625,0.46875,5.78125,0.625,8,12703,3,"{""1"": 2, ""2"": 2, ""3"": 1, ""none"": 3}",False,training_runs/training_session_011_20260410_142828/checkpoints,0.2,cpu,0.01,0.95,0.99,7e-05,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,8,7,1,0.5,training_runs/training_session_009_20260410_130216/checkpoints/checkpoint_0029.pt,29,training_session_011_20260410_142828,training_runs/training_session_011_20260410_142828,3.417916666666663,207.0,0.4583333333333333,6.25,1.0,0.7282280144183445,6,0.964123547077179,0.0006154294200398751,3785,-0.0044416982507655385,0,0.004450305094863858,"{""0"": 3, ""1"": 1, ""2"": 1, ""3"": 1}",32,3
training_runs/training_session_012_20260410_152524/checkpoints/checkpoint_0032.pt,2.1473437500000725,568.25,0.515625,4.71875,0.625,16,23885,6,"{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 5, ""none"": 6}",False,training_runs/training_session_012_20260410_152524/checkpoints,0.2,cpu,0.01,0.95,0.99,7e-05,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,16,7,1,0.5,training_runs/training_session_011_20260410_142828/checkpoints/checkpoint_0031.pt,31,training_session_012_20260410_152524,training_runs/training_session_012_20260410_152524,3.4929166666666753,252.16666666666666,0.4479166666666667,6.958333333333333,1.0,0.7366934293569558,6,0.9748379588127136,3.601911035922607e-05,4685,-0.005096807355162888,0,0.004468214279557212,"{""1"": 2, ""2"": 1, ""3"": 3}",32,3
training_runs/training_session_012_20260410_152524/checkpoints/checkpoint_0033.pt,1.6987187500000722,599.8125,0.5234375,4.21875,0.4375,16,24441,9,"{""0"": 1, ""2"": 1, ""3"": 5, ""none"": 9}",False,training_runs/training_session_012_20260410_152524/checkpoints,0.2,cpu,0.01,0.95,0.99,7e-05,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,16,7,1,0.5,training_runs/training_session_011_20260410_142828/checkpoints/checkpoint_0031.pt,31,training_session_012_20260410_152524,training_runs/training_session_012_20260410_152524,3.2054166666666823,207.5,0.4479166666666667,5.875,1.0,0.7159633370609875,6,0.9686093330383301,0.0009075505420183524,3735,-0.0044103030684507554,0,0.0036835577575247097,"{""1"": 1, ""2"": 3, ""3"": 2}",33,3
training_runs/training_session_012_20260410_152524/checkpoints/checkpoint_0034.pt,2.3903437500000644,463.0625,0.48046875,5.140625,0.75,16,19809,4,"{""0"": 1, ""1"": 5, ""2"": 2, ""3"": 4, ""none"": 4}",False,training_runs/training_session_012_20260410_152524/checkpoints,0.2,cpu,0.01,0.95,0.99,7e-05,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-0.0005,0.1,0.0,6,16,7,1,0.5,training_runs/training_session_011_20260410_142828/checkpoints/checkpoint_0031.pt,31,training_session_012_20260410_152524,training_runs/training_session_012_20260410_152524,3.1630000000000194,170.83333333333334,0.4479166666666667,5.833333333333333,1.0,0.7953262149259962,6,0.9635741114616394,-0.0006522587477573621,3244,-0.006848005504517133,0,0.003515033074310554,"{""0"": 3, ""1"": 2, ""3"": 1}",34,3
training_runs/training_session_013_20260410_153747/checkpoints/checkpoint_0032.pt,1.7492500000000728,538.8125,0.49609375,4.953125,0.5625,16,22844,7,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 6, ""none"": 7}",False,training_runs/training_session_013_20260410_153747/checkpoints,0.2,cpu,0.01,0.95,0.99,7e-05,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.15,-0.0005,0.08,0.0,6,16,7,1,0.5,training_runs/training_session_011_20260410_142828/checkpoints/checkpoint_0031.pt,31,training_session_013_20260410_153747,training_runs/training_session_013_20260410_153747,2.6024166666666964,196.33333333333334,0.4791666666666667,5.666666666666667,1.0,0.671089823863822,6,0.973950982093811,0.0017236587038629402,3491,-0.0029943422850255415,0,0.003985793345722638,"{""0"": 2, ""1"": 1, ""3"": 3}",32,5
training_runs/training_session_013_20260410_153747/checkpoints/checkpoint_0033.pt,1.4209687500000618,585.9375,0.48828125,4.484375,0.4375,16,24209,9,"{""1"": 1, ""2"": 4, ""3"": 2, ""none"": 9}",False,training_runs/training_session_013_20260410_153747/checkpoints,0.2,cpu,0.01,0.95,0.99,7e-05,0.5,800,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.15,-0.0005,0.08,0.0,6,16,7,1,0.5,training_runs/training_session_011_20260410_142828/checkpoints/checkpoint_0031.pt,31,training_session_013_20260410_153747,training_runs/training_session_013_20260410_153747,2.720083333333369,234.0,0.4479166666666667,5.708333333333333,1.0,0.6994974420047724,6,0.9718725681304932,0.00015321135377654663,4159,-0.005571312226283436,0,0.002540900431967412,"{""0"": 3, ""2"": 1, ""3"": 2}",33,5
